record_id,date,region_id,country_of_origin,sex,age_group,education_level,employment_status,activity_type
3491,2022-03-01,5,India,Female,25-34,Bachelor,Unemployed,Employment support
3517,2022-03-01,10,Senegal,Male,45-54,Bachelor,Employed,Asylum application
3646,2022-03-01,9,Other,Male,35-44,Master,Employed,Employment support
3722,2022-03-01,1,Turkey,Female,55+,Bachelor,Employed,Asylum application
3798,2022-03-01,5,Italy,Male,25-34,Master,Employed,Asylum application
3822,2022-03-01,1,Morocco,Male,55+,Bachelor,Employed,Employment support
3838,2022-03-01,7,Georgia,Female,35-44,Lower secondary,Unemployed,Language training
3890,2022-03-01,1,Guinea,Female,55+,Upper secondary,Employed,Language training
3896,2022-03-01,5,Spain,Male,45-54,Bachelor,Unemployed,Employment support
3984,2022-03-01,4,Italy,Male,35-44,Upper secondary,Employed,Language training
4124,2022-03-01,8,Afghanistan,Female,18-24,Upper secondary,Employed,Language training
4140,2022-03-01,7,Italy,Female,18-24,Master,Unemployed,Language training
4158,2022-03-01,1,Turkey,Male,45-54,Lower secondary,Unemployed,Employment support
4192,2022-03-01,1,Afghanistan,Male,18-24,Bachelor,Employed,Integration program
4231,2022-03-01,8,Brazil,Female,35-44,Doctorate,Employed,Housing support
4253,2022-03-01,8,Afghanistan,Female,55+,Upper secondary,Inactive,Asylum application
4276,2022-03-01,6,Brazil,Female,25-34,Lower secondary,Employed,Integration program
4298,2022-03-01,1,Spain,Male,25-34,Bachelor,Unemployed,Employment support
4324,2022-03-01,1,Georgia,Male,35-44,Lower secondary,Unemployed,Language training
4379,2022-03-01,3,Colombia,Female,35-44,Master,Employed,Integration program
4395,2022-03-01,3,Other,Male,35-44,Upper secondary,Employed,Language training
4431,2022-03-01,2,Afghanistan,Male,18-24,Upper secondary,Unemployed,Language training
4479,2022-03-01,1,Colombia,Male,25-34,Master,Employed,Housing support
4492,2022-03-01,5,Tunisia,Female,25-34,Master,Employed,Asylum application
4562,2022-03-01,1,Afghanistan,Male,35-44,Upper secondary,Employed,Asylum application
4568,2022-03-01,2,Senegal,Female,45-54,Lower secondary,Inactive,Housing support
4680,2022-03-01,2,Tunisia,Male,25-34,Master,Employed,Language training
4708,2022-03-01,1,Brazil,Female,35-44,Upper secondary,Employed,Asylum application
4709,2022-03-01,2,Other,Male,35-44,Upper secondary,Inactive,Employment support
4736,2022-03-01,8,Morocco,Male,25-34,Master,Inactive,Asylum application
4783,2022-03-01,1,Syria,Male,25-34,Master,Employed,Integration program
4807,2022-03-01,7,Nigeria,Male,25-34,Upper secondary,Unemployed,Language training
4835,2022-03-01,5,Algeria,Male,25-34,Upper secondary,Unemployed,Housing support
4839,2022-03-01,3,Colombia,Female,18-24,Lower secondary,Inactive,Housing support
4857,2022-03-01,4,Colombia,Female,35-44,Bachelor,Employed,Language training
4867,2022-03-01,4,Italy,Male,18-24,Upper secondary,Employed,Housing support
4940,2022-03-01,2,Turkey,Male,55+,Upper secondary,Employed,Employment support
5082,2022-03-01,5,Syria,Female,35-44,Bachelor,Employed,Housing support
5114,2022-03-01,6,Brazil,Male,25-34,Doctorate,Employed,Asylum application
5178,2022-03-01,2,Bangladesh,Male,35-44,Lower secondary,Unemployed,Housing support
5373,2022-03-01,6,Colombia,Male,18-24,Lower secondary,Unemployed,Employment support
5618,2022-03-01,10,Turkey,Female,25-34,Master,Employed,Language training
5786,2022-03-01,6,Senegal,Male,18-24,Master,Employed,Housing support
5812,2022-03-01,4,Algeria,Male,25-34,Lower secondary,Inactive,Housing support
5900,2022-03-01,7,Other,Female,55+,Lower secondary,Unemployed,Language training
5908,2022-03-01,1,Georgia,Male,45-54,Bachelor,Employed,Integration program
27,2022-04-01,6,Guinea,Male,25-34,Bachelor,Unemployed,Asylum application
30,2022-04-01,6,Nigeria,Male,25-34,Bachelor,Employed,Housing support
114,2022-04-01,5,Algeria,Male,55+,Bachelor,Employed,Housing support
169,2022-04-01,6,Spain,Male,25-34,Upper secondary,Employed,Language training
199,2022-04-01,5,Bangladesh,Female,25-34,Upper secondary,Unemployed,Employment support
259,2022-04-01,1,Italy,Male,35-44,Lower secondary,Employed,Asylum application
288,2022-04-01,4,China,Male,55+,Upper secondary,Unemployed,Employment support
313,2022-04-01,8,Georgia,Male,55+,Upper secondary,Employed,Language training
396,2022-04-01,1,Bangladesh,Female,45-54,Bachelor,Employed,Asylum application
462,2022-04-01,7,Morocco,Male,45-54,Lower secondary,Employed,Asylum application
499,2022-04-01,6,China,Male,25-34,Upper secondary,Employed,Language training
511,2022-04-01,10,China,Male,45-54,Lower secondary,Employed,Housing support
542,2022-04-01,2,Italy,Female,25-34,Bachelor,Employed,Housing support
659,2022-04-01,5,Georgia,Female,45-54,Bachelor,Unemployed,Employment support
661,2022-04-01,3,Spain,Male,25-34,Upper secondary,Unemployed,Employment support
662,2022-04-01,10,Portugal,Female,45-54,Master,Employed,Integration program
764,2022-04-01,1,Brazil,Female,35-44,Lower secondary,Unemployed,Asylum application
767,2022-04-01,2,India,Male,45-54,Upper secondary,Employed,Asylum application
781,2022-04-01,4,Tunisia,Female,25-34,Upper secondary,Employed,Employment support
896,2022-04-01,7,Ukraine,Female,18-24,Master,Employed,Housing support
921,2022-04-01,1,China,Female,45-54,Lower secondary,Unemployed,Integration program
927,2022-04-01,2,Ukraine,Male,25-34,Upper secondary,Unemployed,Integration program
991,2022-04-01,1,Spain,Female,18-24,Bachelor,Employed,Integration program
1025,2022-04-01,5,Ukraine,Female,18-24,Bachelor,Employed,Employment support
1057,2022-04-01,9,Algeria,Female,45-54,Master,Employed,Asylum application
1069,2022-04-01,1,India,Female,25-34,Lower secondary,Employed,Employment support
1072,2022-04-01,1,Italy,Male,25-34,Bachelor,Employed,Integration program
1190,2022-04-01,5,Colombia,Male,35-44,Bachelor,Unemployed,Language training
1192,2022-04-01,1,Turkey,Female,25-34,Upper secondary,Inactive,Asylum application
1284,2022-04-01,5,Syria,Female,25-34,Bachelor,Employed,Asylum application
1316,2022-04-01,1,Ukraine,Female,25-34,Bachelor,Employed,Asylum application
1327,2022-04-01,8,Senegal,Male,55+,Upper secondary,Unemployed,Housing support
1345,2022-04-01,1,Nigeria,Female,25-34,Doctorate,Employed,Language training
1353,2022-04-01,2,Nigeria,Female,55+,Upper secondary,Unemployed,Employment support
1374,2022-04-01,2,Syria,Female,45-54,Master,Employed,Housing support
1535,2022-04-01,7,Turkey,Female,25-34,Lower secondary,Unemployed,Housing support
1581,2022-04-01,1,Côte d'Ivoire,Female,25-34,Master,Employed,Integration program
1647,2022-04-01,6,Algeria,Female,18-24,Upper secondary,Unemployed,Language training
1669,2022-04-01,3,Colombia,Male,35-44,Lower secondary,Unemployed,Housing support
1674,2022-04-01,6,Other,Male,25-34,Lower secondary,Employed,Asylum application
1687,2022-04-01,3,China,Male,35-44,Bachelor,Employed,Integration program
1689,2022-04-01,1,Brazil,Male,25-34,Bachelor,Employed,Asylum application
1750,2022-04-01,1,China,Female,45-54,Upper secondary,Inactive,Employment support
1756,2022-04-01,4,Brazil,Male,55+,Bachelor,Unemployed,Asylum application
1782,2022-04-01,1,China,Male,25-34,Master,Unemployed,Employment support
1822,2022-04-01,5,Portugal,Female,35-44,Bachelor,Unemployed,Housing support
1844,2022-04-01,6,Syria,Male,35-44,Doctorate,Employed,Integration program
1863,2022-04-01,8,Senegal,Female,18-24,Doctorate,Employed,Housing support
1911,2022-04-01,4,Italy,Female,55+,Lower secondary,Inactive,Integration program
1974,2022-04-01,1,Côte d'Ivoire,Female,18-24,Upper secondary,Unemployed,Language training
2158,2022-04-01,3,Georgia,Female,25-34,Upper secondary,Unemployed,Integration program
2191,2022-04-01,3,Italy,Male,35-44,Lower secondary,Employed,Asylum application
2201,2022-04-01,3,Bangladesh,Male,18-24,Lower secondary,Unemployed,Employment support
2207,2022-04-01,3,Algeria,Female,25-34,Bachelor,Unemployed,Asylum application
2210,2022-04-01,7,Afghanistan,Female,55+,Lower secondary,Employed,Housing support
2232,2022-04-01,6,Tunisia,Female,25-34,Bachelor,Employed,Language training
2353,2022-04-01,1,Other,Male,45-54,Upper secondary,Inactive,Employment support
2544,2022-04-01,7,Côte d'Ivoire,Male,55+,Upper secondary,Unemployed,Integration program
2659,2022-04-01,3,Côte d'Ivoire,Male,35-44,Lower secondary,Employed,Language training
2765,2022-04-01,1,Ukraine,Female,25-34,Lower secondary,Employed,Asylum application
2797,2022-04-01,4,Afghanistan,Male,35-44,Bachelor,Employed,Language training
2803,2022-04-01,5,Other,Female,18-24,Lower secondary,Unemployed,Housing support
2895,2022-04-01,5,Syria,Male,25-34,Doctorate,Employed,Language training
2919,2022-04-01,1,Turkey,Male,45-54,Lower secondary,Unemployed,Integration program
2928,2022-04-01,8,Côte d'Ivoire,Female,55+,Bachelor,Unemployed,Language training
2948,2022-04-01,6,Afghanistan,Male,45-54,Master,Employed,Employment support
2964,2022-04-01,7,Syria,Male,35-44,Bachelor,Unemployed,Employment support
3004,2022-04-01,1,Nigeria,Female,18-24,Master,Unemployed,Housing support
3067,2022-04-01,4,Bangladesh,Male,25-34,Upper secondary,Unemployed,Housing support
3100,2022-04-01,9,Other,Female,55+,Upper secondary,Employed,Language training
3210,2022-04-01,1,Turkey,Male,45-54,Lower secondary,Inactive,Integration program
3253,2022-04-01,4,Afghanistan,Female,35-44,Upper secondary,Inactive,Integration program
3372,2022-04-01,1,Morocco,Female,18-24,Lower secondary,Employed,Employment support
3398,2022-04-01,1,Tunisia,Male,45-54,Lower secondary,Employed,Language training
3408,2022-04-01,1,Côte d'Ivoire,Female,18-24,Upper secondary,Employed,Housing support
3544,2022-04-01,3,Colombia,Male,35-44,Upper secondary,Inactive,Housing support
3565,2022-04-01,5,Côte d'Ivoire,Male,35-44,Doctorate,Employed,Housing support
3570,2022-04-01,6,Italy,Male,35-44,Upper secondary,Employed,Language training
3581,2022-04-01,5,Bangladesh,Male,35-44,Master,Employed,Employment support
3588,2022-04-01,1,Georgia,Male,35-44,Bachelor,Employed,Language training
3610,2022-04-01,1,Algeria,Female,25-34,Upper secondary,Unemployed,Employment support
3833,2022-04-01,7,Algeria,Female,35-44,Upper secondary,Unemployed,Language training
3842,2022-04-01,1,Morocco,Male,25-34,Bachelor,Employed,Employment support
3865,2022-04-01,2,Syria,Male,18-24,Doctorate,Employed,Integration program
3914,2022-04-01,5,Brazil,Male,25-34,Upper secondary,Inactive,Asylum application
3917,2022-04-01,5,Georgia,Male,35-44,Bachelor,Inactive,Employment support
4015,2022-04-01,1,Algeria,Female,55+,Bachelor,Employed,Housing support
4020,2022-04-01,7,India,Female,45-54,Bachelor,Unemployed,Language training
4108,2022-04-01,10,Other,Female,55+,Bachelor,Inactive,Asylum application
4160,2022-04-01,7,Syria,Female,45-54,Upper secondary,Unemployed,Integration program
4202,2022-04-01,8,Nigeria,Male,45-54,Master,Employed,Asylum application
4236,2022-04-01,7,Tunisia,Female,25-34,Upper secondary,Employed,Asylum application
4290,2022-04-01,7,Côte d'Ivoire,Male,18-24,Bachelor,Employed,Employment support
4345,2022-04-01,3,India,Female,25-34,Master,Employed,Asylum application
4396,2022-04-01,4,Portugal,Male,25-34,Upper secondary,Employed,Employment support
4405,2022-04-01,5,Bangladesh,Male,25-34,Bachelor,Employed,Integration program
4495,2022-04-01,1,Portugal,Male,55+,Upper secondary,Employed,Housing support
4498,2022-04-01,10,Syria,Female,35-44,Bachelor,Unemployed,Asylum application
4534,2022-04-01,6,Italy,Male,35-44,Bachelor,Inactive,Asylum application
4538,2022-04-01,2,Georgia,Male,45-54,Master,Unemployed,Language training
4563,2022-04-01,2,Turkey,Male,45-54,Upper secondary,Employed,Asylum application
4588,2022-04-01,8,Morocco,Female,55+,Master,Unemployed,Asylum application
4590,2022-04-01,1,Other,Female,35-44,Master,Employed,Language training
4591,2022-04-01,8,Senegal,Male,18-24,Upper secondary,Inactive,Housing support
4700,2022-04-01,6,Afghanistan,Female,45-54,Master,Unemployed,Language training
4710,2022-04-01,7,Turkey,Male,35-44,Upper secondary,Unemployed,Integration program
4735,2022-04-01,1,Spain,Male,25-34,Master,Employed,Housing support
4799,2022-04-01,2,Senegal,Female,55+,Master,Employed,Employment support
4877,2022-04-01,10,Brazil,Female,25-34,Upper secondary,Unemployed,Integration program
4906,2022-04-01,4,Côte d'Ivoire,Male,18-24,Bachelor,Employed,Integration program
4921,2022-04-01,4,Bangladesh,Female,35-44,Upper secondary,Employed,Housing support
4930,2022-04-01,5,Bangladesh,Female,25-34,Upper secondary,Employed,Housing support
4966,2022-04-01,8,Syria,Male,25-34,Lower secondary,Unemployed,Asylum application
5003,2022-04-01,1,Morocco,Female,45-54,Master,Employed,Housing support
5004,2022-04-01,6,Côte d'Ivoire,Male,55+,Upper secondary,Unemployed,Asylum application
5103,2022-04-01,2,Colombia,Male,35-44,Lower secondary,Unemployed,Employment support
5144,2022-04-01,3,India,Female,18-24,Master,Employed,Language training
5185,2022-04-01,1,Spain,Male,18-24,Lower secondary,Unemployed,Asylum application
5218,2022-04-01,7,Syria,Female,25-34,Lower secondary,Unemployed,Asylum application
5254,2022-04-01,4,Syria,Female,25-34,Master,Employed,Asylum application
5292,2022-04-01,1,Other,Male,25-34,Upper secondary,Employed,Asylum application
5299,2022-04-01,1,Nigeria,Male,45-54,Upper secondary,Employed,Language training
5363,2022-04-01,2,Nigeria,Female,45-54,Lower secondary,Employed,Integration program
5370,2022-04-01,1,Portugal,Male,45-54,Upper secondary,Employed,Integration program
5432,2022-04-01,9,Portugal,Female,18-24,Upper secondary,Employed,Language training
5542,2022-04-01,8,Syria,Male,18-24,Bachelor,Employed,Employment support
5551,2022-04-01,3,Morocco,Female,25-34,Upper secondary,Employed,Asylum application
5590,2022-04-01,8,India,Male,25-34,Bachelor,Employed,Integration program
5602,2022-04-01,6,China,Female,18-24,Lower secondary,Employed,Asylum application
5609,2022-04-01,4,Brazil,Female,18-24,Upper secondary,Unemployed,Integration program
5629,2022-04-01,1,Portugal,Male,25-34,Lower secondary,Inactive,Asylum application
5647,2022-04-01,1,Italy,Male,35-44,Bachelor,Employed,Housing support
5670,2022-04-01,2,Georgia,Female,35-44,Master,Employed,Employment support
5687,2022-04-01,5,Italy,Female,25-34,Lower secondary,Employed,Language training
5697,2022-04-01,1,Portugal,Female,45-54,Lower secondary,Employed,Integration program
5720,2022-04-01,7,Italy,Female,55+,Lower secondary,Unemployed,Integration program
5769,2022-04-01,1,Côte d'Ivoire,Female,18-24,Upper secondary,Employed,Housing support
5929,2022-04-01,9,Brazil,Female,35-44,Master,Employed,Employment support
5933,2022-04-01,7,Spain,Male,25-34,Upper secondary,Employed,Housing support
5940,2022-04-01,6,Portugal,Male,45-54,Master,Unemployed,Asylum application
5963,2022-04-01,2,Ukraine,Female,45-54,Bachelor,Employed,Housing support
18,2022-05-01,8,Senegal,Female,45-54,Lower secondary,Unemployed,Asylum application
82,2022-05-01,6,Other,Female,18-24,Upper secondary,Unemployed,Employment support
94,2022-05-01,6,Portugal,Female,35-44,Upper secondary,Employed,Asylum application
195,2022-05-01,1,Senegal,Female,18-24,Upper secondary,Employed,Language training
229,2022-05-01,1,Senegal,Female,25-34,Bachelor,Unemployed,Asylum application
235,2022-05-01,3,Afghanistan,Male,25-34,Doctorate,Unemployed,Integration program
245,2022-05-01,4,Brazil,Male,25-34,Bachelor,Unemployed,Asylum application
375,2022-05-01,3,Other,Female,25-34,Upper secondary,Employed,Asylum application
384,2022-05-01,1,Nigeria,Male,45-54,Bachelor,Employed,Housing support
387,2022-05-01,7,Turkey,Male,25-34,Bachelor,Employed,Housing support
400,2022-05-01,1,Ukraine,Male,45-54,Upper secondary,Unemployed,Housing support
408,2022-05-01,10,Italy,Male,25-34,Master,Employed,Housing support
449,2022-05-01,7,Turkey,Female,35-44,Lower secondary,Unemployed,Integration program
562,2022-05-01,7,Ukraine,Male,25-34,Upper secondary,Employed,Language training
583,2022-05-01,10,Colombia,Female,45-54,Lower secondary,Unemployed,Integration program
599,2022-05-01,4,India,Male,18-24,Doctorate,Employed,Housing support
782,2022-05-01,3,Syria,Female,25-34,Master,Employed,Employment support
806,2022-05-01,6,Senegal,Male,45-54,Lower secondary,Employed,Integration program
818,2022-05-01,7,Italy,Female,25-34,Bachelor,Inactive,Housing support
840,2022-05-01,10,Ukraine,Male,45-54,Bachelor,Unemployed,Integration program
849,2022-05-01,1,Italy,Male,25-34,Lower secondary,Employed,Asylum application
852,2022-05-01,6,Portugal,Female,25-34,Upper secondary,Unemployed,Integration program
883,2022-05-01,6,Italy,Female,25-34,Doctorate,Employed,Housing support
886,2022-05-01,1,Afghanistan,Male,55+,Upper secondary,Inactive,Language training
936,2022-05-01,7,Morocco,Male,35-44,Upper secondary,Employed,Language training
987,2022-05-01,1,Other,Male,35-44,Upper secondary,Unemployed,Language training
994,2022-05-01,1,Ukraine,Female,35-44,Upper secondary,Employed,Asylum application
1044,2022-05-01,1,China,Male,25-34,Bachelor,Unemployed,Employment support
1066,2022-05-01,3,Senegal,Female,45-54,Doctorate,Employed,Housing support
1156,2022-05-01,1,Turkey,Female,45-54,Lower secondary,Unemployed,Employment support
1178,2022-05-01,1,Bangladesh,Male,55+,Upper secondary,Employed,Employment support
1324,2022-05-01,1,Italy,Male,55+,Master,Unemployed,Employment support
1367,2022-05-01,3,Nigeria,Female,25-34,Upper secondary,Employed,Language training
1375,2022-05-01,2,India,Female,35-44,Doctorate,Inactive,Asylum application
1410,2022-05-01,3,Italy,Female,25-34,Bachelor,Employed,Housing support
1450,2022-05-01,6,Syria,Male,35-44,Upper secondary,Employed,Employment support
1463,2022-05-01,4,Georgia,Male,18-24,Upper secondary,Unemployed,Asylum application
