support_id,region_id,support_date,program,education_level,age_group,sex,completed,employment_outcome
377,3,2025-09-01,Employer matching,Upper secondary,45-54,Female,No,Training
378,4,2022-04-01,Language course,Upper secondary,35-44,Female,Yes,Employed
379,10,2025-06-01,Skills training,Master,55+,Female,Yes,Employed
380,8,2024-04-01,CV workshop,Upper secondary,35-44,Female,No,Employed
381,2,2024-12-01,Employer matching,Bachelor,25-34,Female,Yes,Employed
382,8,2024-04-01,Language course,Upper secondary,45-54,Female,Yes,Still unemployed
383,5,2022-05-01,CV workshop,Bachelor,25-34,Male,Yes,Employed
384,1,2022-03-01,CV workshop,Upper secondary,35-44,Female,Yes,Employed
385,5,2023-02-01,CV workshop,Bachelor,25-34,Female,No,Still unemployed
386,7,2023-09-01,Skills training,Master,18-24,Female,Yes,Employed
387,5,2025-11-01,Job placement,Bachelor,25-34,Male,Yes,Still unemployed
388,8,2025-10-01,Job placement,Master,35-44,Female,Yes,Employed
389,10,2022-08-01,Job placement,Bachelor,55+,Male,No,Training
390,3,2022-10-01,Job placement,Upper secondary,35-44,Female,No,Employed
391,6,2025-10-01,Employer matching,Doctorate,25-34,Female,Yes,Still unemployed
392,2,2025-01-01,CV workshop,Doctorate,45-54,Male,Yes,Still unemployed
393,5,2023-06-01,Job placement,Upper secondary,25-34,Female,Yes,Training
394,8,2024-01-01,Skills training,Doctorate,18-24,Male,No,Employed
395,5,2022-02-01,Language course,Doctorate,25-34,Female,Yes,Employed
396,6,2025-02-01,Employer matching,Upper secondary,18-24,Male,No,Still unemployed
397,5,2025-04-01,Language course,Bachelor,25-34,Female,Yes,Employed
398,4,2023-02-01,Language course,Lower secondary,25-34,Female,Yes,Training
399,8,2022-04-01,Job placement,Lower secondary,25-34,Male,No,Employed
400,6,2025-12-01,Language course,Upper secondary,25-34,Male,Yes,Employed
401,3,2023-12-01,CV workshop,Upper secondary,25-34,Female,Yes,Still unemployed
402,9,2023-06-01,Employer matching,Master,35-44,Male,No,Employed
403,8,2022-02-01,Language course,Upper secondary,18-24,Female,No,Employed
404,1,2024-07-01,Job placement,Master,35-44,Male,Yes,Training
405,7,2025-11-01,Language course,Doctorate,35-44,Male,Yes,Employed
406,6,2024-09-01,CV workshop,Bachelor,35-44,Female,Yes,Employed
407,7,2025-11-01,CV workshop,Master,35-44,Male,Yes,Employed
408,3,2024-08-01,Language course,Upper secondary,25-34,Male,Yes,Employed
409,1,2024-10-01,Employer matching,Upper secondary,35-44,Male,Yes,Employed
410,3,2024-02-01,Job placement,Master,25-34,Female,No,Still unemployed
411,6,2025-03-01,Job placement,Bachelor,18-24,Male,Yes,Employed
412,8,2024-09-01,Skills training,Bachelor,35-44,Female,Yes,Employed
413,4,2024-05-01,Skills training,Upper secondary,45-54,Female,Yes,Employed
414,7,2024-09-01,Language course,Bachelor,25-34,Female,Yes,Still unemployed
415,7,2025-08-01,Employer matching,Upper secondary,25-34,Female,No,Still unemployed
416,9,2024-12-01,CV workshop,Master,25-34,Male,Yes,Training
417,8,2023-09-01,Employer matching,Doctorate,18-24,Female,Yes,Employed
418,4,2024-11-01,Skills training,Lower secondary,55+,Female,No,Still unemployed
419,5,2025-08-01,Skills training,Bachelor,25-34,Female,Yes,Training
420,6,2024-09-01,Job placement,Upper secondary,45-54,Male,Yes,Employed
421,4,2024-02-01,Job placement,Master,55+,Male,Yes,Still unemployed
422,2,2025-08-01,Employer matching,Upper secondary,25-34,Female,Yes,Employed
423,6,2023-07-01,Employer matching,Bachelor,25-34,Female,Yes,Still unemployed
424,9,2025-08-01,Language course,Upper secondary,25-34,Female,Yes,Training
425,5,2024-02-01,Language course,Master,35-44,Female,Yes,Employed
426,7,2022-03-01,CV workshop,Upper secondary,25-34,Female,Yes,Still unemployed
427,7,2022-03-01,Job placement,Master,25-34,Male,Yes,Still unemployed
428,10,2025-12-01,Employer matching,Lower secondary,25-34,Male,Yes,Employed
429,6,2023-01-01,CV workshop,Upper secondary,25-34,Female,Yes,Employed
430,7,2025-03-01,Language course,Upper secondary,18-24,Female,Yes,Employed
431,10,2024-08-01,CV workshop,Upper secondary,35-44,Male,Yes,Employed
432,2,2024-05-01,Language course,Bachelor,18-24,Female,No,Still unemployed
433,2,2024-01-01,Skills training,Upper secondary,45-54,Male,Yes,Employed
434,6,2024-06-01,Skills training,Bachelor,25-34,Male,Yes,Employed
435,9,2025-02-01,CV workshop,Doctorate,35-44,Female,No,Still unemployed
436,10,2023-07-01,Job placement,Master,18-24,Female,No,Still unemployed
437,5,2024-07-01,Skills training,Bachelor,35-44,Female,Yes,Employed
438,2,2023-09-01,Job placement,Master,25-34,Male,Yes,Employed
439,8,2024-09-01,Job placement,Upper secondary,35-44,Female,Yes,Still unemployed
440,4,2023-07-01,CV workshop,Upper secondary,25-34,Female,Yes,Employed
441,2,2022-10-01,Language course,Doctorate,35-44,Female,Yes,Still unemployed
442,7,2025-10-01,Skills training,Doctorate,18-24,Female,Yes,Employed
443,9,2025-11-01,Employer matching,Master,45-54,Male,No,Training
444,6,2024-05-01,Skills training,Bachelor,25-34,Female,Yes,Employed
445,4,2024-08-01,Language course,Master,35-44,Female,Yes,Employed
446,2,2022-08-01,Job placement,Upper secondary,25-34,Male,No,Still unemployed
447,10,2024-12-01,Skills training,Upper secondary,35-44,Female,Yes,Training
448,2,2025-01-01,CV workshop,Bachelor,55+,Female,No,Employed
449,7,2022-06-01,Skills training,Bachelor,55+,Female,Yes,Training
450,2,2024-10-01,Employer matching,Upper secondary,45-54,Male,Yes,Employed
451,5,2022-08-01,Skills training,Bachelor,25-34,Male,Yes,Still unemployed
452,6,2024-07-01,Employer matching,Upper secondary,25-34,Male,No,Still unemployed
453,9,2025-02-01,Job placement,Master,25-34,Male,No,Still unemployed
454,10,2023-01-01,Skills training,Bachelor,45-54,Male,No,Still unemployed
455,9,2025-06-01,Job placement,Bachelor,25-34,Female,Yes,Still unemployed
456,6,2024-06-01,CV workshop,Doctorate,25-34,Male,No,Still unemployed
457,6,2025-12-01,CV workshop,Doctorate,25-34,Male,Yes,Employed
458,5,2025-04-01,Skills training,Master,25-34,Male,Yes,Still unemployed
459,3,2024-07-01,Skills training,Bachelor,35-44,Male,Yes,Employed
460,3,2022-09-01,Employer matching,Bachelor,35-44,Male,Yes,Employed
461,2,2025-10-01,Skills training,Bachelor,25-34,Male,No,Training
462,9,2024-03-01,Job placement,Master,25-34,Male,Yes,Employed
463,8,2023-09-01,CV workshop,Master,45-54,Female,Yes,Employed
464,10,2022-11-01,Job placement,Upper secondary,25-34,Male,Yes,Employed
465,4,2024-01-01,CV workshop,Bachelor,35-44,Female,Yes,Employed
466,8,2024-03-01,Language course,Bachelor,35-44,Male,Yes,Still unemployed
467,1,2022-03-01,Employer matching,Lower secondary,25-34,Female,No,Still unemployed
468,6,2024-07-01,Employer matching,Lower secondary,45-54,Male,Yes,Still unemployed
469,5,2022-02-01,CV workshop,Master,18-24,Female,Yes,Still unemployed
470,10,2025-03-01,Employer matching,Master,45-54,Male,Yes,Employed
471,5,2024-01-01,Skills training,Upper secondary,25-34,Male,Yes,Employed
472,6,2023-12-01,Language course,Master,45-54,Male,Yes,Employed
473,9,2023-08-01,Language course,Master,25-34,Male,Yes,Employed
474,4,2025-09-01,Employer matching,Upper secondary,25-34,Male,Yes,Training
475,10,2024-12-01,Language course,Upper secondary,35-44,Male,Yes,Employed
476,2,2025-08-01,Skills training,Bachelor,55+,Female,Yes,Still unemployed
477,9,2025-04-01,Employer matching,Master,18-24,Male,Yes,Still unemployed
478,2,2025-04-01,Employer matching,Bachelor,45-54,Male,Yes,Still unemployed
479,6,2025-05-01,Employer matching,Master,35-44,Female,Yes,Employed
480,5,2024-03-01,Employer matching,Upper secondary,45-54,Male,Yes,Still unemployed
481,2,2023-04-01,Language course,Upper secondary,45-54,Male,No,Still unemployed
482,4,2022-10-01,Job placement,Master,18-24,Male,Yes,Training
483,2,2023-02-01,Employer matching,Bachelor,25-34,Female,No,Employed
484,3,2024-08-01,Job placement,Upper secondary,35-44,Female,Yes,Still unemployed
485,8,2023-09-01,Language course,Master,45-54,Male,Yes,Employed
486,6,2024-10-01,Job placement,Upper secondary,25-34,Female,Yes,Still unemployed
487,7,2024-04-01,Language course,Upper secondary,55+,Male,No,Training
488,8,2023-12-01,Skills training,Master,18-24,Male,Yes,Employed
489,8,2022-12-01,Employer matching,Master,35-44,Female,No,Still unemployed
490,7,2025-11-01,Skills training,Upper secondary,35-44,Female,Yes,Still unemployed
491,6,2024-02-01,Skills training,Bachelor,35-44,Male,No,Still unemployed
492,8,2022-05-01,CV workshop,Lower secondary,18-24,Male,No,Still unemployed
493,9,2023-07-01,Skills training,Upper secondary,25-34,Female,No,Training
494,9,2025-06-01,CV workshop,Lower secondary,25-34,Male,Yes,Employed
495,5,2023-04-01,Job placement,Bachelor,35-44,Female,Yes,Training
496,2,2025-08-01,CV workshop,Doctorate,25-34,Female,Yes,Employed
497,4,2023-01-01,Language course,Upper secondary,45-54,Female,Yes,Still unemployed
498,10,2024-07-01,Job placement,Doctorate,18-24,Female,Yes,Employed
499,7,2024-01-01,Skills training,Upper secondary,25-34,Female,No,Still unemployed
500,2,2025-07-01,Employer matching,Lower secondary,45-54,Female,Yes,Still unemployed
501,4,2023-02-01,Job placement,Upper secondary,35-44,Male,Yes,Employed
502,8,2022-11-01,CV workshop,Bachelor,25-34,Male,Yes,Employed
503,10,2022-12-01,Skills training,Upper secondary,45-54,Female,Yes,Still unemployed
504,6,2023-05-01,Skills training,Bachelor,25-34,Female,No,Still unemployed
505,9,2023-01-01,Job placement,Upper secondary,35-44,Female,No,Still unemployed
506,6,2022-09-01,Language course,Master,35-44,Female,Yes,Employed
507,8,2024-04-01,Employer matching,Upper secondary,18-24,Male,Yes,Employed
508,10,2023-04-01,Job placement,Bachelor,35-44,Male,Yes,Employed
509,6,2022-08-01,Language course,Bachelor,35-44,Male,Yes,Still unemployed
510,8,2022-08-01,CV workshop,Master,35-44,Female,Yes,Still unemployed
511,2,2022-06-01,Job placement,Bachelor,35-44,Female,Yes,Employed
512,1,2022-08-01,Job placement,Bachelor,25-34,Male,Yes,Employed
513,5,2025-10-01,Language course,Master,25-34,Male,Yes,Employed
514,7,2022-02-01,Skills training,Master,25-34,Male,Yes,Employed
515,4,2025-10-01,Job placement,Master,25-34,Female,No,Still unemployed
516,5,2024-12-01,Skills training,Upper secondary,25-34,Female,No,Still unemployed
517,5,2023-02-01,Job placement,Master,25-34,Female,Yes,Employed
518,5,2023-03-01,Job placement,Bachelor,55+,Female,Yes,Still unemployed
519,8,2022-05-01,Employer matching,Master,18-24,Male,Yes,Still unemployed
520,1,2024-06-01,Language course,Bachelor,45-54,Male,Yes,Employed
521,3,2022-04-01,Language course,Upper secondary,25-34,Male,Yes,Employed
522,9,2024-10-01,Skills training,Upper secondary,35-44,Female,Yes,Training
523,9,2023-10-01,Language course,Bachelor,25-34,Female,No,Still unemployed
524,4,2024-09-01,Employer matching,Bachelor,45-54,Male,Yes,Employed
525,5,2025-10-01,CV workshop,Bachelor,18-24,Female,Yes,Employed
526,10,2025-09-01,Job placement,Master,25-34,Female,No,Still unemployed
527,5,2022-10-01,Job placement,Master,55+,Female,No,Employed
528,9,2024-11-01,Skills training,Master,25-34,Female,No,Employed
529,2,2024-03-01,Job placement,Bachelor,25-34,Female,No,Still unemployed
530,9,2024-06-01,Language course,Master,25-34,Female,No,Employed
531,6,2022-04-01,Language course,Master,18-24,Male,Yes,Still unemployed
532,6,2022-07-01,CV workshop,Bachelor,25-34,Male,No,Still unemployed
533,4,2022-09-01,Language course,Bachelor,25-34,Female,No,Still unemployed
534,9,2022-02-01,CV workshop,Upper secondary,25-34,Female,Yes,Employed
535,3,2022-05-01,Employer matching,Upper secondary,18-24,Female,Yes,Training
536,3,2024-11-01,CV workshop,Bachelor,35-44,Male,Yes,Employed
537,5,2023-04-01,Skills training,Master,35-44,Male,Yes,Still unemployed
538,6,2025-06-01,CV workshop,Bachelor,35-44,Female,Yes,Employed
539,1,2025-02-01,Language course,Upper secondary,25-34,Male,Yes,Still unemployed
540,6,2024-05-01,CV workshop,Master,35-44,Male,Yes,Still unemployed
541,3,2023-06-01,Skills training,Bachelor,45-54,Female,Yes,Training
542,5,2025-12-01,Employer matching,Upper secondary,55+,Male,No,Still unemployed
543,3,2024-07-01,CV workshop,Upper secondary,45-54,Male,No,Employed
544,6,2025-07-01,Language course,Master,18-24,Female,No,Employed
545,1,2023-01-01,CV workshop,Master,55+,Male,Yes,Still unemployed
546,8,2025-10-01,Job placement,Upper secondary,25-34,Female,No,Still unemployed
547,3,2023-02-01,Employer matching,Upper secondary,18-24,Male,Yes,Still unemployed
548,2,2024-12-01,CV workshop,Bachelor,25-34,Female,Yes,Employed
549,1,2025-12-01,Skills training,Master,25-34,Female,Yes,Still unemployed
550,10,2025-11-01,Employer matching,Lower secondary,35-44,Male,Yes,Training
551,8,2023-06-01,CV workshop,Bachelor,55+,Female,Yes,Still unemployed
552,5,2024-05-01,Job placement,Lower secondary,35-44,Male,Yes,Still unemployed
553,4,2024-11-01,Job placement,Bachelor,35-44,Male,No,Still unemployed
554,7,2023-11-01,Language course,Upper secondary,25-34,Male,No,Still unemployed
555,5,2024-01-01,Language course,Upper secondary,35-44,Female,Yes,Still unemployed
556,10,2022-03-01,Language course,Upper secondary,25-34,Female,Yes,Training
557,8,2022-05-01,Job placement,Bachelor,25-34,Male,No,Still unemployed
558,10,2025-09-01,Language course,Bachelor,25-34,Female,No,Still unemployed
559,9,2022-04-01,Skills training,Lower secondary,45-54,Male,No,Still unemployed
560,6,2023-07-01,Skills training,Bachelor,25-34,Male,Yes,Employed
561,1,2025-01-01,Skills training,Upper secondary,45-54,Male,No,Employed
562,10,2022-05-01,CV workshop,Master,25-34,Male,No,Still unemployed
563,3,2025-06-01,Job placement,Lower secondary,18-24,Male,Yes,Training
564,6,2024-11-01,Job placement,Master,35-44,Male,No,Still unemployed
565,8,2023-09-01,Language course,Bachelor,35-44,Male,No,Still unemployed
566,3,2023-04-01,Language course,Lower secondary,55+,Female,Yes,Training
567,8,2022-05-01,CV workshop,Master,25-34,Male,Yes,Training
568,6,2024-03-01,Employer matching,Lower secondary,18-24,Male,No,Still unemployed
569,10,2025-01-01,Job placement,Upper secondary,25-34,Male,Yes,Employed
570,2,2025-12-01,CV workshop,Upper secondary,25-34,Male,No,Still unemployed
571,3,2023-02-01,Job placement,Upper secondary,35-44,Male,Yes,Training
572,8,2024-08-01,Employer matching,Master,35-44,Female,Yes,Employed
573,9,2022-02-01,Language course,Upper secondary,25-34,Male,Yes,Employed
574,3,2022-02-01,Job placement,Upper secondary,55+,Female,Yes,Employed
575,8,2022-10-01,Employer matching,Bachelor,25-34,Female,Yes,Employed
576,5,2022-03-01,CV workshop,Master,25-34,Female,Yes,Still unemployed
577,9,2023-03-01,Skills training,Doctorate,25-34,Male,Yes,Training
578,4,2024-04-01,Job placement,Bachelor,35-44,Male,Yes,Employed
579,10,2022-08-01,Employer matching,Lower secondary,35-44,Male,Yes,Training
580,3,2022-03-01,Language course,Upper secondary,35-44,Male,Yes,Still unemployed
581,10,2023-07-01,CV workshop,Master,18-24,Male,Yes,Employed
582,8,2022-01-01,Job placement,Master,55+,Female,Yes,Employed
583,3,2024-06-01,Employer matching,Upper secondary,18-24,Male,Yes,Employed
584,4,2023-04-01,Language course,Master,35-44,Male,Yes,Employed
585,1,2025-02-01,Employer matching,Lower secondary,35-44,Male,Yes,Employed
586,10,2022-03-01,Employer matching,Upper secondary,25-34,Female,No,Still unemployed
587,2,2023-05-01,Job placement,Lower secondary,25-34,Female,No,Training
588,1,2025-06-01,CV workshop,Doctorate,25-34,Female,No,Training
589,6,2023-06-01,Skills training,Upper secondary,18-24,Female,Yes,Employed
590,5,2023-06-01,Language course,Upper secondary,25-34,Male,Yes,Employed
591,7,2022-02-01,Job placement,Master,25-34,Male,Yes,Still unemployed
592,5,2023-12-01,CV workshop,Upper secondary,25-34,Male,Yes,Training
593,3,2024-10-01,Employer matching,Bachelor,25-34,Male,Yes,Employed
594,6,2025-01-01,Employer matching,Master,55+,Male,Yes,Employed
595,9,2022-08-01,CV workshop,Upper secondary,45-54,Male,Yes,Employed
596,2,2023-04-01,Employer matching,Bachelor,35-44,Female,Yes,Training
597,3,2022-04-01,Employer matching,Upper secondary,55+,Male,Yes,Employed
598,9,2023-04-01,Language course,Master,25-34,Female,No,Still unemployed
599,10,2025-08-01,CV workshop,Upper secondary,25-34,Male,No,Still unemployed
600,3,2023-01-01,Employer matching,Bachelor,25-34,Female,Yes,Employed
601,9,2023-12-01,Job placement,Master,35-44,Female,Yes,Employed
602,4,2025-11-01,Job placement,Master,35-44,Male,No,Still unemployed
603,8,2025-10-01,Job placement,Upper secondary,35-44,Male,Yes,Training
604,6,2022-11-01,Skills training,Lower secondary,25-34,Female,Yes,Employed
605,5,2023-09-01,CV workshop,Bachelor,25-34,Male,No,Still unemployed
606,1,2024-09-01,Skills training,Lower secondary,25-34,Female,No,Training
607,4,2025-12-01,Job placement,Upper secondary,25-34,Female,Yes,Employed
608,7,2024-07-01,Employer matching,Upper secondary,25-34,Female,Yes,Employed
609,8,2025-01-01,Job placement,Bachelor,35-44,Male,No,Still unemployed
610,3,2023-11-01,CV workshop,Upper secondary,35-44,Male,No,Employed
611,2,2022-07-01,Employer matching,Master,25-34,Male,Yes,Employed
612,8,2025-01-01,Skills training,Upper secondary,35-44,Female,Yes,Employed
613,3,2023-08-01,Job placement,Bachelor,25-34,Male,Yes,Employed
614,3,2022-09-01,Skills training,Upper secondary,18-24,Male,Yes,Employed
615,5,2024-01-01,CV workshop,Bachelor,35-44,Female,No,Training
616,7,2022-04-01,Job placement,Bachelor,45-54,Male,No,Employed
617,4,2024-09-01,Job placement,Upper secondary,35-44,Female,Yes,Employed
618,5,2024-07-01,Employer matching,Bachelor,25-34,Male,No,Employed
619,10,2023-10-01,Employer matching,Upper secondary,25-34,Male,Yes,Training
620,9,2023-01-01,Employer matching,Upper secondary,45-54,Male,Yes,Still unemployed
621,5,2023-11-01,Job placement,Upper secondary,18-24,Female,Yes,Employed
622,4,2025-06-01,CV workshop,Master,55+,Female,Yes,Employed
623,4,2023-02-01,Language course,Master,18-24,Female,No,Employed
624,6,2024-04-01,Employer matching,Bachelor,25-34,Female,Yes,Employed
625,4,2024-03-01,Language course,Lower secondary,35-44,Female,Yes,Employed
626,6,2022-09-01,Skills training,Upper secondary,25-34,Male,Yes,Still unemployed
627,6,2024-02-01,Employer matching,Lower secondary,35-44,Female,Yes,Training
628,2,2023-02-01,Skills training,Bachelor,25-34,Male,Yes,Training
629,6,2025-05-01,Employer matching,Lower secondary,45-54,Male,Yes,Employed
630,6,2024-05-01,Skills training,Lower secondary,55+,Female,No,Still unemployed
631,10,2024-03-01,Employer matching,Upper secondary,45-54,Male,No,Employed
632,5,2025-09-01,Skills training,Master,35-44,Female,Yes,Employed
633,5,2023-07-01,Skills training,Bachelor,25-34,Male,Yes,Still unemployed
634,2,2023-07-01,Language course,Lower secondary,35-44,Male,Yes,Employed
635,2,2022-12-01,Skills training,Bachelor,45-54,Male,Yes,Employed
636,7,2022-03-01,Language course,Bachelor,45-54,Female,Yes,Employed
